url,type
http://www.kimpleafrica.com/wp-includes/ID3/db/box/,phishing
http://cmcixuawryh.biz/information.cgi,phishing
http://holidaycoasttours.com.au/properties/wess...,phishing
https://www.rivals.yahoo.com/ncaa/football/teams/iih,legitimate
https://www.uk.movies.yahoo.com/artists/g/Gary-Goldman/index-323890.html,legitimate
https://www.spokeo.com/Gerald+Lyon,legitimate
https://www.cokemachine.zunior.com/,legitimate
http://23.235.162.74:555/Linux,phishing
https://www.tink85.deviantart.com/,legitimate
https://www.en.wikipedia.org/wiki/Liberty_Bell_Memorial_Museum,legitimate
https://www.ticketseating.com/more-cirque-du-soleil-tickets/,legitimate
http://ebizx.net/,phishing
https://www.openrealestate.ca/quebec/ascot-corner/,legitimate
http://alejandraandelliot.com/wp-content/themes/twentythirteen/images/image/nl/Inloggen/aacd97f26c28984fd4e19010131ec814,phishing
https://www.montreal.ctv.ca/servlet/an/local/CTVNews/20110526/mtl_laval_metro_110526/20110526/?hub=MontrealHome,legitimate
https://www.filmfedbabies.blogspot.com/,legitimate
https://www.letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=Wright2-2391v1,legitimate
https://www.librarything.com/work/841748,legitimate
https://www.jaguda.com/2011/11/02/new-music-nosa-a-star-god-bless-nigeria/,legitimate
https://www.wiki.answers.com/Q/How_did_the_Lower_Canada_Rebellion_end,legitimate
http://one.fdsfgsgdvsd.biz/xeud7fvldo\nfergumi.michaelferguson.co.uk/pvthg2.html,phishing
https://www.health-fitness.hsn.com/,legitimate
https://www.people.famouswhy.com/daniel_shank/,legitimate
https://www.freepages.genealogy.rootsweb.ancestry.com/~obitsindex/obits_nh_coos_01.htm,legitimate
https://www.celebta.com/stars/Vicki_Frederick.asp,legitimate
http://dudukadafonseca.com/Duduka%20da%20Fonseca_files/files/Arch/Arch/Archive/index.php,phishing
https://www.youjizz.com/videos/lisa-ann-lex-steele-1--2152145.html,legitimate
https://www.geonames.nrcan.gc.ca/education/cap_e.php,legitimate
https://www.fabpedigree.com/s069/f187773.htm,legitimate
https://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=1194,legitimate
https://www.moviemansguide.com/reviews/DVD/read.php?id=vanityfair_gladiator,legitimate
https://www.facebook.com/john.felton,legitimate
https://www.pipl.com/directory/people/Kate/Carew,legitimate
https://www.vgcats.com/comics/?strip_id=282,legitimate
https://www.facebook.com/raven.seney,legitimate
https://www.seaoftranquility.org/reviews.php?op=showcontent&id=4326,legitimate
https://www.ca.linkedin.com/pub/michael-hough/4/759/8A1,legitimate
http://cheetoo.com/ids/logs/,phishing
https://www.bise-ctg.gov.bd/wp/www.loginalibaba.com/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php?email=abuse@bartlesvillephysicalrehab.com,phishing
http://www.yinmikbest.com/image/id/265e37a63ebc221bc35d8626daa0677a/,phishing
https://www.sweetslyrics.com/901582.Macklemore%20-%20Can't%20Hold%20Us.html,legitimate
https://www.scottish-places.info/towns/townhistory492.html,legitimate
https://www.music.yahoo.com/lou-barlow/,legitimate
https://www.coolrunning.com/results/11/ma/Jul27_GNBTCF_set1.shtml,legitimate
http://negociosvips.com/wp-admin/includes/network,phishing
https://www.montrealkiosk.com/montreal-tour/Montreal-Tower.php,legitimate
https://www.connect.in.com/errol-crossan/profile-88453.html,legitimate
http://mxp4014.com,phishing
https://www.linkedin.com/pub/aimee-leigh-bauer/0/11/532,legitimate
https://www.playbill.com/news/article/143956-BAM-2011-Season-Boasts-Geoffrey-Rush-Fiona-Shaw-Alan-Rickman-Lindsay-Duncan,legitimate
https://www.pro.osu.edu/profiles/tallman.1/,legitimate
https://www.medical-dictionary.thefreedictionary.com/Electronic+commerce,legitimate
http://erebus5743lnq6db.onion/,phishing
https://www.reference.com/browse/herb+simon,legitimate
http://tipisvxjack.atspace.cc/login.php,phishing
https://www.facebook.com/people/Jean-Winterburn/760074497,legitimate
http://rknwucyhuwvi.work/php/upload.php,phishing
https://www.herndonyouthsoccer.org/home/travel_teams.asp?menu_category=Travel&league=NCSL,legitimate
https://www.pornhub.com/view_video.php?viewkey=00f78b0f1cfcba5ca1f7,legitimate
http://wearesimpatico.com.au/yahh/image.htm,phishing
http://dnat400.ru/system/logs/pm.dll,phishing
https://www.manta.com/c/mmbqvc9/san-joaquin-regional-transit,legitimate
https://www.forbes.com/lists/2007/10/07billionaires_Jeffrey-Skoll_PB9U.html,legitimate
https://www.spokeo.com/Marisol+Sanchez,legitimate
https://www.ticketnetwork.com/tickets/kansas-city-chiefs-tickets.aspx,legitimate
https://www.sonofthesouth.net/Thomas_Nast.htm,legitimate
https://www.home.infionline.net/~ddisse/pirckhei.html,legitimate
https://www.worldactor.com/,legitimate
http://careandcure.anvayatech.com/Kwfux3,phishing
https://www.netglimse.com/celebs/pages/morgan_york/index.shtml,legitimate
https://www.philboxing.com/news/story-60425.html,legitimate
http://www.golftechnologies.com.au/invite/dropbox...,phishing
http://www.pattumalamatha.com/admin/assets/2vpP/i2FQ2QH.doc,phishing
https://www.citytowninfo.com/places/california/burbank,legitimate
https://www.blog.therealtechn9ne.com/2011/05/tech-n9ne/krizz-kaliko-down-feat-tech-n9ne-song/,legitimate
https://www.twitter.com/RU_Sentinel,legitimate
https://www.usmilitary.about.com/od/armymedals/ss/dsm_4.htm,legitimate
https://www.welding.org/,legitimate
https://www.horizonleague.org/sports/w-soccer/spec-rel/110804aac.html,legitimate
https://www.docstoc.com/docs/6155720/Charles_de_Gaulle_International_Airport,legitimate
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1115607/,legitimate
https://www.za.linkedin.com/pub/dir/+/Francke,legitimate
https://www.sfgenealogy.com/cgs/probate/probatebl.htm,legitimate
https://www.litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=38+U.B.C.+L.+Rev.+353&srctype=smi&srcid=3B15&key=3158f575af75edf086104f52835ddbb1,legitimate
https://www.last.fm/music/The+Lovemakers/_/We+Should+Be+Taking+Our+Clothes+Off,legitimate
http://beneiximet.com/img/,phishing
https://www.thefreelibrary.com/American+Law+in+the+Twentieth+Century.-a097756809,legitimate
http://lpmxp1007.com,phishing
http://www.webcam-bild.de/65yoq,phishing
https://www.classmates.com/directory/public/memberprofile/list.htm?regId=619629131,legitimate
https://www.vivelecanada.ca/article/235929644-peter-dale-scott-the-meeting-of-poetry-prose-and-politics,legitimate
http://www.commence.nu/nato/login.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHto...,phishing
https://www.makerbot.com/blog/tag/replicator/,legitimate
https://www.websters-online-dictionary.org/definition/SHIRLEY,legitimate
https://www.facebook.com/fox4sports,legitimate
https://www.backdrop.net/sm-201/index.php?title=Roxanne_Blaze,legitimate
https://www.absoluteastronomy.com/topics/List_of_notable_accidents_and_incidents_on_commercial_aircraft,legitimate
https://www.amazon.com/Big-Bang-Theory-Complete-Second/dp/B001FB4VXU,legitimate
https://www.mahoganysoulonline.com/?page_id=125,legitimate
https://www.portail.journalmtl.com/pagesen/historique_en.html,legitimate
https://www.facebook.com/daniel.ganea,legitimate
https://www.itunes.apple.com/ca/podcast/d-noy/id373244493,legitimate
http://account-google-com.ngate.my/c44cca401760e0c1e12587f9b833f8e5...,phishing
https://www.openparliament.ca/politicians/jean-crowder/,legitimate
http://two.jdfslfdsgy.biz/ytpwqqy3ds\ndkoawit6.com/ik/redir.php?url=http://two.jdfslfdsgy.biz/ytpwqqy3ds,phishing
https://www.markosweb.com/www/avis-de-recherche.com/,legitimate
https://www.business.financialpost.com/2011/05/25/national-bank-financial-to-buy-wellington-west-source/,legitimate
https://www.imdb.com/name/nm0601450/,legitimate
https://www.klwines.com/detail.asp?sku=1047841,legitimate
http://fullpagecpm.info/adv/hook-ads.php,phishing
https://www.ticketluck.com/venues/Myer-Horowitz-Theatre/index.php,legitimate
https://www.pics.smashits.com/walker-zanger-gramercy-park-tile.html,legitimate
https://www.trekearth.com/gallery/Europe/France/North/Ile-de-France/Saint-Germain-en-Laye/,legitimate
https://www.hfboards.com/archive/index.php/t-133096.html,legitimate
https://www.jigsaw.com/scid5302172/luc_jodoin.xhtml?ver=5,legitimate
https://www.mylife.com/c-1498547856,legitimate
https://www.ottawacitizen.com/topics/topic_browse.html?type=Person,legitimate
https://www.netglimse.com/celebs/pages/mills_watson/index.shtml,legitimate
https://www.grabbagmedia.com/,legitimate
https://www.filmitalia.org/film.asp?lang=ing&documentID=51229,legitimate
http://mail.fun-corp.com/Dir/WebHosting/YahooMail,phishing
https://www.zimbio.com/watch/tmpcI6OOeDw/Man+From+London/Miroslav+Krobot,legitimate
http://daten-paypal.de/sicherheitsserver/signin.php?cmd=_flow&amp;SESSION=oB19ntzXjCQ5aTemHPk6qE3LDAMGJirfhVbFvZyURYlp2cgsKI&amp;dispatch=U3yFbNJ7nOotf8WSV6RrH0k9a&amp;locale.y=8GQV5CFoDlsNHcT3wtjnpJ07W&amp;locale.x=dc2TVbylDMnqIxPzes65A8hBkHiYgK93JQOGwfjZaRN0C14XEL,phishing
https://www.serviceexpressbars.com/,legitimate
https://www.waymarking.com/waymarks/WM8B76_Kansas_City_Southern_Lines_Kansas_City_Mo,legitimate
https://www.en.wikipedia.org/wiki/List_of_first_overall_Major_League_Soccer_draft_picks,legitimate
https://www.facebook.com/ktmarsh,legitimate
https://www.legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=13469,legitimate
https://www.amazon.com/Abdominal-X-Rays-Made-Easy-James/dp/0443102570,legitimate
https://www.google.com/url?sa=t&amp,phishing
http://cutsnakecatering.com/letter/,phishing
https://www.fiveknuckles.com/mma-news/Rafael-Cavalcante-now-slated-to-fight-Mike-Kyle-on-June-6.html,legitimate
https://www.thirdage.com/news/molson-brewing-company-3q-profit-falls-23-percent-on-higher-costs_11-02-2011,legitimate
https://www.en.wikipedia.org/wiki/Template:Image_label,legitimate
https://www.people.famouswhy.com/noel_fisher/,legitimate
https://www.theoriginalhorsetackcompany.com/ProductDetails.asp?ProductCode=BY9104,legitimate
https://www.schools.ips.k12.in.us/schooldetail.php?num=418,legitimate
https://www.itunes.apple.com/us/artist/erase-errata/id3623562,legitimate
http://nordicspice.se/wp-admin/meta/Microsoft/emailupgrade.html,phishing
https://www.musicstack.com/records-cds/paul+barrere,legitimate
https://www.mp3lyrics.org/m/martine-st-clair/,legitimate
https://www.robbiesreels.com/sports_films.htm,legitimate
http://fusionavsolutions.net/projects/LD/585ebc10cf7657010d92d683a224e9a7,phishing
https://www.en.wiktionary.org/wiki/pony_up,legitimate
https://www.tvtrip.com/Hospital+17-info/Centre-hospitalier-intercommunal-de-Poissy-Saint-Germain-en-Laye+u1HStT,legitimate
https://www.trueknowledge.com/q/biography_of_ellen_bry,legitimate
http://guardoncard.net/file/excel/excel/,phishing
https://www.btjunkie.org/torrent/Beneath-The-Massacre-Mechanics-Of-Dysfunction/55305ef1ed09b059fd31c875210c4cab4750c39aafa8,legitimate
http://g3i9prnb.myutilitydomain.com/scan/4c3e5d143405789eb080757b7ddf1b4f/,phishing
https://www.fabpedigree.com/s078/f726598.htm,legitimate
https://www.english.turkcebilgi.com/Saint-Jean-sur-Richelieu%2c+Quebec,legitimate
https://www.discussions.apple.com/thread/2298651?start=0&tstart=0,legitimate
http://unicoprojects.in/localkraft/pdf/REDIRECT.htm,phishing
https://www.youtube.com/watch?v=2V3CfD8TPac,legitimate
https://www.dunhamwilcox.net/ma/auburn_ma_births.htm,legitimate
https://www.progarchives.com/album.asp?id=7849,legitimate
https://www.travel.yahoo.com/p-travelguide-2803737-village_the_montreal-i,legitimate
"http://http://www.warrenpolice.com/plugins/system/bra/home,LHJQ3Z1,login=id.html",phishing
https://www.en.wikipedia.org/wiki/Category:Younger_sons_of_baronets,legitimate
https://www.stma.k12.mn.us/wildlife_project/mallard_cam.php,legitimate
https://www.senate.mo.gov/09info/members/mem10.htm,legitimate
https://www.betheboss.ca/Thai-Express-Franchise.cfm,legitimate
http://customercarenumber.org/sign/store.apple.com/.cgi-bin/WebObjects/MyAppleIdwoa/wa,phishing
https://www.bridgetobridge.com/,legitimate
https://www.training.fema.gov/IS/crslist.asp,legitimate
https://www.marketwire.com/press-release/SENSIO-Technologies-Acquires-Algoliths-Intellectual-Property-Secures-Integration-Key-TSX-VENTURE-SIO-1361949.htm,legitimate
https://www.spoke.com/info/p6SEkEP/JohnMcCallum,legitimate
https://www.news.nationalpost.com/2011/10/27/tory-bill-would-add-30-new-mps-to-house-of-commons/,legitimate
https://www.montreal-clubs.com/index.php?c=10&t=t&club_key=91,legitimate
https://www.thefind.com/family/info-1933-first-flight,legitimate
http://lakoner.com/nl/verify,phishing
http://luckyshine.info,phishing
https://www.tyanachan.blogspot.com/2010/11/kazunari-ninomiya-arashi.html,legitimate
https://www.frankmattauch.ifunnyblog.com/,legitimate
https://www.waatp.com/people/edward-l-inge/27820934/,legitimate
https://www.laborlawtalk.com/archive/index.php/t-73770.html,legitimate
https://www.weatherblink.com,legitimate
https://www.faunfablesnov3.eventbrite.com/,legitimate
https://www.en.wikipedia.org/wiki/The_Concert_(Creedence_Clearwater_Revival_album),legitimate
https://www.redux.com/stream/item/12000/Marshawn-Lynch-The-Mayne-Event,legitimate
https://www.classmates.com/directory/public/memberprofile/list.htm?regId=8696008867,legitimate
https://www.absoluteastronomy.com/topics/KCWY,legitimate
https://www.evri.com/person/william-sutherland-maxwell-0x70d53,legitimate
https://www.rafiki-kenya.blogspot.com/2010/09/pumzi-kenyan-sci-fi-movie.html,legitimate
https://www.stevestennisworld.com/,legitimate
https://www.youtube.com/watch?v=ws4NobWHHaU,legitimate
https://www.document.mitrasites.com/sidney-hickox.html,legitimate
https://www.lawyers.justia.com/lawyers/divorce/rhode-island/newport-county,legitimate
https://www.mirror.co.uk/news/royal-wedding/2011/10/14/the-queen-to-be-great-grandmother-again-as-peter-and-autumn-phillips-expect-2nd-child-115875-23489492/,legitimate
http://prokatka.by/libraries/pattemplate/patTemplate/Dump/regional/d51aced3ebbef0538615160006bc315f/Connexion.php,phishing
http://elmercatsocial.cat/morret/update.htm,phishing
https://www.en.wikipedia.org/wiki/Restigouche_class_destroyer,legitimate
https://www.americaeast.com/SportSelect.dbml?DB_OEM_ID=14000&SPID=6550&SPSID=59747,legitimate
https://www.dramaclubfilms.com/,legitimate
https://www.atlanticbassmasters.com/Lake%20Records/Lake%20Records%201.htm,legitimate
https://www.youtube.com/watch?v=ITaLSeSkB5c,legitimate
https://www.dbpedia.openlinksw.com:8890/resource/John_Bain,legitimate
https://www.en.wikipedia.org/wiki/Category:Tourism_in_the_Republic_of_Ireland,legitimate
http://jaaeza.com/drIbrahim/Document-Shared491/doc/index.php,phishing
https://www.gawvanmale.com/,legitimate
https://www.scribd.com/doc/44720819/Adoption-Guide-Gay-Lesbian,legitimate
http://wildgirlimages.com/dropb,phishing
https://www.rootsweb.ancestry.com/~meccranb/genea/reed.htm,legitimate
https://www.genforum.genealogy.com/kelsey/,legitimate
https://www.flickr.com/people/cynnersf/,legitimate
https://beaconwine.com/,legitimate
https://www.insurancefortexas.com/,legitimate
https://www.cbmtgreenhouse.com/,legitimate
https://www.flickr.com/photos/steve-brandon/3085493988/,legitimate
https://www.library.mcmaster.ca/archives/findaids/findaids/b/berton.06.htm,legitimate
https://peringatanverifika7.wixsite.com/mysite,phishing
http://www.president-office.gov.mm/sites/all/modules/browscap/List_View.php,phishing
https://www.cinema.theiapolis.com/movie-2EQ5/beyond-the-law/,legitimate
https://www.mooreschool.sc.edu/,legitimate
http://script.google.com/macros/s/AKfycbzuykcvX7j3TlBNyQfxtB1mqii31b4VTON640yiRJT0t6rS4s4/exec,phishing
https://www.phoenix.jobing.com/company_profile.asp?i=13869,legitimate
https://www.jefferson.nygenweb.net/childell.htm,legitimate
https://www.amazon.com/Twin-Cities-Then-Now-Minnesota/dp/0873513274,legitimate
https://www.soso.com,legitimate
https://www.losangeles.com/nightlife/live-music-clubs.html,legitimate
http://portablevaporizer.com/,phishing
https://www.wonderlandparty.com/Costume-Favourites/Storybook/costumes-1-20-2.aspx,legitimate
http://protexk1790.atspace.co.uk/facebook_acct_is_banned/others2.html,phishing
https://www.barstowhsmusic.org/Garvin.htm,legitimate
https://www.wn.com/2002_FIFA_World_Cup,legitimate
https://www.orizon.ca/english/speakers/demers_jacques.html,legitimate
http://reservoil.com/www/idm.east.cox.net/coxlogin/ui/webmail.html,phishing
https://www.fairfaxvirginiahomes.org/,legitimate
https://www.pipl.com/directory/name/Nadda,legitimate
http://boligrafospromocion.com.ar/listas/839DB3/index.php,phishing
http://system-notice-helpdesk.co/Facebook/error_php/,phishing
http://webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=e256206a1bb9749ee52bcf296f646320e256206a1bb9749ee52bcf296f646320,phishing
https://www.extension.missouri.edu/publications/DisplayPub.aspx?P=DM4003-21,legitimate
https://www.socialdiligence.com/person/r/r-mo/r-mo336.html,legitimate
http://search.searchtpg.com/?ap=appfocus94&amp;source=bing-bb8&amp;uid=f4409f9b-60d5-485d-a72e-2ab9cd1ffd54&amp;i_id=packages__1.30&amp;uc=20180802,phishing
https://www.cancerj10.imascientist.org.uk/profile,legitimate
http://webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=044e1b4c8638a478fbd2b086deb0d149044e1b4c8638a478fbd2b086deb0d149,phishing
https://www.touchreading.com/business/list/bid/4951814,legitimate
https://www.oddjack.com/2008/will-tennessee-titans-quarterback-kerry-collins-win-the-2008-nfl-most-valuable-player-of-the-year-award-11-30.php,legitimate
https://www.linkedin.com/pub/doug-jenson/8/172/9a7,legitimate
http://adamdennis.info/mailbox/index.php,phishing
https://www.foswms.com/families/rabb.html,legitimate
https://www.slayton.govoffice.com/index.asp?Type=B_BASIC&SEC={EB27F97D-258E-4BC6-BC4C-578D3BC0D0A4}&DE={46FA7543-3BCA-49F8-BD73-A4BCE049369E},legitimate
https://www.layart-games.de/,legitimate
https://www.mixcloud.com/donald-isaac/,legitimate
http://cyla.ca/wordpress/Gdoccc,phishing
https://www.zoominfo.com/people/Roberts_Curt_742206342.aspx,legitimate
https://www.dudleyhewittcuphuntsville.com/about-the-cup.html,legitimate
https://www.findagrave.com/php/famous.php?page=date&globalSearchCriteria=&globalSearchType=&FSlastinitial=&FSstateid=&FSctf=&firstName=&lastName=&FScemeteryid=&FScityid=&FScountryid=&FScountyid=&FSstartrow=81&FSbirthmonth=7&FSbirthday=14&FSbirthyear=&FSdeathmonth=&FSdeathday=&FSdeathyear=,legitimate
https://www.fileknow.net/lesa+lewis,legitimate
https://www.frumforum.com/occupy-wall-street-is-going-nowhere,legitimate
https://www.tunein.com/radio/Mix-933-s34196/,legitimate
https://www.archive.org/stream/cihm_00147/cihm_00147_djvu.txt,legitimate
https://www.article.wn.com/view/2008/04/15/Philip_Morris_USA_RJR_make_payments_on_tobacco_settlement/,legitimate
https://www.wellness.com/dir/2458760/orthopedic-surgeon/tx/denton/major-blair-jr-md,legitimate
https://www.montrealvip.com/info/attractions/la-ronde-amusement-park.html,legitimate
https://www.pastebin.com/vZv8ZDei,legitimate
https://www.youtube.com/watch?v=RTPI-zKWZ_M,legitimate
https://www.lowkick.blitzcorner.com/tags/UFC/UFC-124,legitimate
https://www.fieldgulls.com/2011/7/29/2303018/dt-brandon-mebane-re-signs-with-the-seahawks,legitimate
http://keybasejasper.esy.es/logs/keybase/keybase/post.php,phishing
https://www.wn.com/John_Ray_(Missouri),legitimate
https://www.public.asu.edu/~moore/archibald/archindex.html,legitimate
https://www.highbeam.com/doc/1G1-153860100.html,legitimate
https://www.frankmattauch.ifunnyblog.com/abdulfrompascagoula/,legitimate
https://www.en.wikipedia.org/wiki/Johnny_Carpenter,legitimate
https://www.markettorrent.com/community/viewtopic.php?f=44&t=5002,legitimate
https://www.christianpost.com/news/conservative-hollywood-celebs-endorse-perry-bachmann-and-paul-62226/,legitimate
https://www.en.wikipedia.org/wiki/Dystopia_(Beneath_the_Massacre_album),legitimate
https://www.allmusic.com/album/the-immortal-mississippi-john-hurt-r88766,legitimate
http://sellercentral.amazon.de.ho2fi3pe4wo5ba1laisckuz8az6nwq.australianstrongmanalliance.com.au/?Oll6u2fVdjVLyqSIAsSzW7cggljCiilLxNzSR7OB5w1nL,phishing
http://watpo-school.com/wp-content/index.php,phishing
https://www.en.wikipedia.org/wiki/Maverick_(film),legitimate
https://www.nfl.com/draft/2011/profiles/joseph-barksdale?id=2495118,legitimate
http://nopeatech.hu/wp-content/themes/webstat/kundencenter_mobilfunk,phishing
https://www.africa.upenn.edu/Country_Specific/Benin.html,legitimate
https://www.katherinekuzmabeck.suite101.com/an-interview-with-carrie-host-a168471,legitimate
https://www.bsbiz.eu/?p=278,legitimate
https://www.oonly.com/download/dr-dre-i-need-a-doctor-feat-eminem-skylar-grey-mp3-1.html,legitimate
https://www.absoluteastronomy.com/topics/Lise_Payette,legitimate
https://www.scientificamerican.com/article.cfm?id=a-love-hate-relationship,legitimate
https://www.chnm.gmu.edu/aq/arnold/arnoldwebpages/weiders.htm,legitimate
https://www.fullpour.com/2009/08/mountadam-barossa-shiraz-2007.html,legitimate
http://mutorcs.wilson-usa.com/possible.jws?everything=&amp;describe=76S0VkS3-3&amp;English=Hqj2P6OaW9&amp;choice=K2r3QO&amp;black=dKElcj_W8mBi5q1uXFI1hg,phishing
http://www.bavaria-wein.de/HJghjb54,phishing
https://www.sportsillustrated.cnn.com/baseball/mlb/players/4527/index.html,legitimate
https://www.blu-ray-player-sale.blogspot.com/,legitimate
http://aquatixbottle.com/toL2jR/,phishing
https://www.amazon.com/Star-Trek-Next-Generation-Collection/dp/B00023P4F6,legitimate
http://textilepeople.com/js/.fun/,phishing
https://www.camtaylor.com/,legitimate
https://www.english.ufl.edu/pnm/holt.html,legitimate
https://www.happylayton.tumblr.com/,legitimate
http://www.fincalabella.com/auto/manage/,phishing
https://www.communityconnectionvb.com/members.htm,legitimate
https://www.quotationspage.com/quotes/Pierre_Trudeau/,legitimate
https://www.cinechance.com/models/usamodels.html,legitimate
https://www.canada.com/topics/news/features/decisioncanada/story.html?id=4d0d737d-0013-459f-9297-71f745852ccf,legitimate
http://34r6hq26q2h4jkzj.onion/,phishing
https://www.daytondailynews.com/dayton-sports/wright-state-university-raiders/2010-11-wsu-mens-basketball-schedule-1001023.html,legitimate
